scope,group_column,group_value,n,mae_log,rmse_log,r2_log,mae_million_vnd,rmse_million_vnd,median_abs_error_million_vnd
overall,,,101,0.34802567783770033,0.47081196962077,0.5130789759801109,9.231780120368503,13.834239192346558,5.45852906170645
group,source,itviec,40,0.3511689398129122,0.44147711946534185,0.47207378487694684,13.081840609750543,17.927590669236967,9.790240757651627
group,source,topcv,61,0.34596452244411907,0.48909372704800885,0.3392110805160161,6.707150291265528,10.302047615177399,3.9213383809333884
group,seniority,intern,4,0.5202250287538583,0.6254923277473128,-0.15854689586097548,2.256832426759284,2.576982617580114,2.361662491441002
group,seniority,junior,17,0.34965234526555,0.5002270781081338,-0.0401376312857884,8.290831152012156,13.577077463402512,3.518752691277353
group,seniority,lead,12,0.3136177185848427,0.39817616316306975,0.4081705901406414,11.978039804815248,18.72461535173976,5.083154108189477
group,seniority,middle,35,0.2778019291857725,0.3727911145944351,0.3122201575084623,7.079957715745452,9.632558895266484,4.558608306919609
group,seniority,senior,14,0.37041308912970167,0.4236341940740058,0.08341537390423581,16.900181708273745,21.080536603660978,13.38020135892986
group,seniority,Unknown,19,0.4449126360390521,0.6194273473494347,0.24877423283628142,8.121094275856256,11.455665152385587,7.488181545722236
