week_start,source,skill,experience_count,experience_min_median,experience_min_min,experience_min_max
2026-06-01,topcv,Kinh nghiệm SQL,1,2.0,2.0,2.0
2026-06-01,topcv,Kiến Thức Về Bảo Mật,1,1.0,1.0,1.0
2026-06-01,topcv,Kotlin,2,2.5,2.0,3.0
2026-06-01,topcv,Kubernetes,1,1.0,1.0,1.0
2026-06-01,topcv,Kỹ Năng Giao Tiếp Và Thuyết Trình Xuất Sắc,1,3.0,3.0,3.0
2026-06-01,topcv,Kỹ Năng Lập Kế Hoạch,1,1.0,1.0,1.0
2026-06-01,topcv,Kỹ Năng Phân Tích Yêu Cầu,2,2.0,2.0,2.0
2026-06-01,topcv,Kỹ năng bán hàng,1,1.0,1.0,1.0
2026-06-01,topcv,Kỹ năng làm việc nhóm,1,1.0,1.0,1.0
2026-06-01,topcv,Kỹ năng lập báo cáo,1,1.0,1.0,1.0
2026-06-01,topcv,Linux,1,2.0,2.0,2.0
2026-06-01,topcv,Local planning,1,2.0,2.0,2.0
2026-06-01,topcv,Log Analysis,1,2.0,2.0,2.0
2026-06-01,topcv,Log bug,1,2.0,2.0,2.0
2026-06-01,topcv,Làm Việc Nhóm Và Quản Lý Thời Gian Hiệu Quả,1,3.0,3.0,3.0
2026-06-01,topcv,Làm việc nhóm,1,5.0,5.0,5.0
2026-06-01,topcv,Lãnh đạo,1,5.0,5.0,5.0
2026-06-01,topcv,Lên kế hoạch test,1,2.0,2.0,2.0
2026-06-01,topcv,Lập Trình C++,1,2.0,2.0,2.0
2026-06-01,topcv,Lập Trình Python,1,2.0,2.0,2.0
2026-06-01,topcv,Microsoft Office,1,5.0,5.0,5.0
2026-06-01,topcv,Multithreading,1,2.0,2.0,2.0
2026-06-01,topcv,Mvvm,1,2.0,2.0,2.0
2026-06-01,topcv,MySQL,1,2.0,2.0,2.0
2026-06-01,topcv,Mạng lưới,1,5.0,5.0,5.0
2026-06-01,topcv,Ngân Hàng,1,5.0,5.0,5.0
2026-06-01,topcv,Node.js,1,2.0,2.0,2.0
2026-06-01,topcv,OOP,1,2.0,2.0,2.0
2026-06-01,topcv,PHP,1,0.0,0.0,0.0
2026-06-01,topcv,PL/SQL,1,5.0,5.0,5.0
2026-06-01,topcv,PLC,1,2.0,2.0,2.0
2026-06-01,topcv,PMP,1,5.0,5.0,5.0
2026-06-01,topcv,Phát Triển Ứng Dụng,1,5.0,5.0,5.0
2026-06-01,topcv,Phân Tích Nguyên Nhân Gốc Rễ,1,5.0,5.0,5.0
2026-06-01,topcv,Phân Tích Nhu Cầu Khách Hàng Và Đề Xuất Giải Pháp Phù Hợp,1,3.0,3.0,3.0
2026-06-01,topcv,Phân Tích Tài Liệu,1,2.0,2.0,2.0
2026-06-01,topcv,Phân tích,1,1.0,1.0,1.0
2026-06-01,topcv,Phân tích dữ liệu,1,2.0,2.0,2.0
2026-06-01,topcv,Phần mềm AI,2,3.0,3.0,3.0
2026-06-01,topcv,PostgreSQL,2,1.5,1.0,2.0
2026-06-01,topcv,Python,2,2.5,2.0,3.0
2026-06-01,topcv,QA,1,3.0,3.0,3.0
2026-06-01,topcv,Quản Lý Chiến Dịch Facebook Ads,1,2.0,2.0,2.0
2026-06-01,topcv,Quản Lý Dự Án,3,2.0,2.0,2.0
2026-06-01,topcv,Quản Lý Dự Án It,1,5.0,5.0,5.0
2026-06-01,topcv,Quản Lý Mối Quan Hệ,1,5.0,5.0,5.0
2026-06-01,topcv,Quản Lý Rủi Ro,3,2.0,2.0,5.0
2026-06-01,topcv,Quản Lý Sản Phẩm,2,2.0,2.0,2.0
2026-06-01,topcv,Quản Lý Tiến Độ,2,2.0,2.0,2.0
2026-06-01,topcv,Quản Lý Tài Khoản,1,1.0,1.0,1.0
2026-06-01,topcv,Quản lý thời gian,1,1.0,1.0,1.0
2026-06-01,topcv,Quản lý/phân tích ứng dụng,1,5.0,5.0,5.0
2026-06-01,topcv,ROS,1,2.0,2.0,2.0
2026-06-01,topcv,React,1,2.0,2.0,2.0
2026-06-01,topcv,Redis,1,2.0,2.0,2.0
2026-06-01,topcv,SLAM,1,2.0,2.0,2.0
2026-06-01,topcv,SQL,3,3.0,2.0,5.0
2026-06-01,topcv,SVN,1,2.0,2.0,2.0
2026-06-01,topcv,SaaS,2,3.0,3.0,3.0
2026-06-01,topcv,Swift,1,2.0,2.0,2.0
2026-06-01,topcv,Swift-Objective-C,1,2.0,2.0,2.0
2026-06-01,topcv,Sử dụng công cụ quản lý lỗi,1,2.0,2.0,2.0
2026-06-01,topcv,Sử dụng phần mềm mastercam,1,1.0,1.0,1.0
2026-06-01,topcv,Teamwork,1,2.0,2.0,2.0
2026-06-01,topcv,Tester,2,3.0,3.0,3.0
2026-06-01,topcv,Thiết Kế Test Case,1,2.0,2.0,2.0
2026-06-01,topcv,Thuyết trình,3,3.0,1.0,3.0
2026-06-01,topcv,Thành thạo tin học văn phòng,1,1.0,1.0,1.0
2026-06-01,topcv,Thực Hiện Test Case,1,2.0,2.0,2.0
2026-06-01,topcv,Tiktok Ads,1,2.0,2.0,2.0
2026-06-01,topcv,Trách Nhiệm,1,1.0,1.0,1.0
2026-06-01,topcv,Tài Chính,1,5.0,5.0,5.0
2026-06-01,topcv,Tư duy logic,1,1.0,1.0,1.0
2026-06-01,topcv,Tổ chức công việc,1,2.0,2.0,2.0
2026-06-01,topcv,UI/UX,2,2.0,2.0,2.0
2026-06-01,topcv,UIKit/SwiftUI,1,2.0,2.0,2.0
2026-06-01,topcv,Vi điều khiển (Arduino,1,2.0,2.0,2.0
2026-06-01,topcv,Visio,2,2.0,2.0,2.0
2026-06-01,topcv,Viết test cases,1,2.0,2.0,2.0
2026-06-01,topcv,Viết tài liệu,1,1.0,1.0,1.0
2026-06-01,topcv,Word,1,2.0,2.0,2.0
2026-06-01,topcv,Xây Dựng Kế Hoạch Sản Phẩm,2,2.0,2.0,2.0
2026-06-01,topcv,Xây Dựng Và Trình Bày Đề Xuất Kỹ Thuật (technical Proposal),1,3.0,3.0,3.0
2026-06-01,topcv,Xây dựng mối quan hệ,2,1.0,1.0,1.0
2026-06-01,topcv,Xử Lý Sự Cố,1,5.0,5.0,5.0
2026-06-01,topcv,Xử lý vấn đề,1,5.0,5.0,5.0
2026-06-01,topcv,appsflyer,1,2.0,2.0,2.0
2026-06-01,topcv,chủ động,1,1.0,1.0,1.0
2026-06-01,topcv,commit,1,2.0,2.0,2.0
2026-06-01,topcv,connection pooling,1,2.0,2.0,2.0
2026-06-01,topcv,database query,1,2.0,2.0,2.0
2026-06-01,topcv,iOS,1,2.0,2.0,2.0
2026-06-01,topcv,kỹ năng phân tích,1,1.0,1.0,1.0
2026-06-01,topcv,kỹ năng tổ chức,1,5.0,5.0,5.0
2026-06-01,topcv,mastercam,1,1.0,1.0,1.0
2026-06-01,topcv,phân tích yêu cầu,2,2.0,2.0,2.0
2026-06-01,topcv,quản lý team UA,1,2.0,2.0,2.0
2026-06-01,topcv,rollback,1,2.0,2.0,2.0
2026-06-01,topcv,sales B2G,2,3.0,3.0,3.0
2026-06-01,topcv,thiết kế mạch,1,2.0,2.0,2.0
2026-06-01,topcv,thuyết phục,1,2.0,2.0,2.0
2026-06-01,topcv,thầu,2,3.0,3.0,3.0
2026-06-01,topcv,trình bày,1,2.0,2.0,2.0
2026-06-01,topcv,tư duy phản biện,1,5.0,5.0,5.0
2026-06-01,topcv,tổ chức,1,5.0,5.0,5.0
2026-06-01,topcv,unit test,1,2.0,2.0,2.0
2026-06-01,topcv,Điều Phối Dự Án It,1,5.0,5.0,5.0
2026-06-01,topcv,Đàm phán,4,3.0,1.0,5.0
2026-06-01,topcv,Đánh giá mức độ bug,1,2.0,2.0,2.0
2026-06-01,topcv,Ưu tiên ứng viên sinh sống gần công ty,1,1.0,1.0,1.0
2026-06-01,topcv,Ứng dụng di động,1,5.0,5.0,5.0
2026-06-08,itviec,.NET,13,4.0,2.0,7.0
2026-06-08,itviec,.Net Core,3,5.0,4.0,7.0
2026-06-08,itviec,A/B testing,1,1.0,1.0,1.0
2026-06-08,itviec,AI,28,3.0,0.0,10.0
2026-06-08,itviec,API,13,3.0,0.0,5.0
2026-06-08,itviec,AWS,34,5.0,2.0,14.0
2026-06-08,itviec,Agile,15,3.0,1.0,5.0
2026-06-08,itviec,Ajax,1,2.0,2.0,2.0
2026-06-08,itviec,Android,9,3.0,0.0,14.0
2026-06-08,itviec,Angular,8,3.5,2.0,7.0
2026-06-08,itviec,Apache Spark,1,3.0,3.0,3.0
2026-06-08,itviec,Appium,1,2.0,2.0,2.0
2026-06-08,itviec,AutoCAD,1,4.0,4.0,4.0
2026-06-08,itviec,Automation Test,7,3.0,1.0,5.0
2026-06-08,itviec,Azure,20,4.0,1.0,10.0
2026-06-08,itviec,BPMN,1,1.0,1.0,1.0
2026-06-08,itviec,BRD,2,1.5,1.0,2.0
2026-06-08,itviec,Black box testing,3,1.0,0.0,5.0
2026-06-08,itviec,Blockchain,1,3.0,3.0,3.0
2026-06-08,itviec,Bootstrap,1,2.0,2.0,2.0
2026-06-08,itviec,Bridge Engineer,1,3.0,3.0,3.0
2026-06-08,itviec,Business Analysis,13,3.0,1.0,5.0
2026-06-08,itviec,C language,1,4.0,4.0,4.0
2026-06-08,itviec,C#,10,4.0,2.0,7.0
2026-06-08,itviec,C++,3,4.0,0.0,6.0
2026-06-08,itviec,CI/CD,5,5.0,4.0,7.0
2026-06-08,itviec,CRM,1,5.0,5.0,5.0
2026-06-08,itviec,CSS,3,4.0,3.0,7.0
2026-06-08,itviec,CSS 3,1,2.0,2.0,2.0
2026-06-08,itviec,Cisco,1,5.0,5.0,5.0
2026-06-08,itviec,Clean Architecture,1,3.0,3.0,3.0
2026-06-08,itviec,Cloud,6,4.0,1.0,5.0
2026-06-08,itviec,Cloud-native Architecture,1,0.0,0.0,0.0
2026-06-08,itviec,Computer Vision,3,2.0,2.0,3.0
2026-06-08,itviec,Dart,1,3.0,3.0,3.0
2026-06-08,itviec,Data Analysis,3,5.0,4.0,7.0
2026-06-08,itviec,Data Engineer,5,5.0,2.0,7.0
2026-06-08,itviec,Data Lineage,1,3.0,3.0,3.0
2026-06-08,itviec,Data Quality Tools,1,3.0,3.0,3.0
2026-06-08,itviec,Data Science,2,4.5,4.0,5.0
2026-06-08,itviec,Data modeling,1,3.0,3.0,3.0
2026-06-08,itviec,Data-driven,1,5.0,5.0,5.0
2026-06-08,itviec,Database,12,2.5,0.0,5.0
2026-06-08,itviec,Databricks,4,6.0,3.0,7.0
2026-06-08,itviec,Deep Learning,2,2.5,2.0,3.0
2026-06-08,itviec,Design,1,5.0,5.0,5.0
2026-06-08,itviec,Design Systems,3,5.0,5.0,14.0
2026-06-08,itviec,DevOps,24,4.0,1.0,14.0
2026-06-08,itviec,Docker,31,4.0,0.0,10.0
2026-06-08,itviec,ERP,6,3.0,1.0,5.0
2026-06-08,itviec,Embedded,2,5.0,4.0,6.0
2026-06-08,itviec,Embedded Android,1,6.0,6.0,6.0
2026-06-08,itviec,English,28,3.5,0.0,7.0
2026-06-08,itviec,Event-Driven Architecture,1,5.0,5.0,5.0
2026-06-08,itviec,ExpressJS,1,4.0,4.0,4.0
2026-06-08,itviec,FastAPI,2,1.0,1.0,1.0
2026-06-08,itviec,Figma,2,3.0,1.0,5.0
2026-06-08,itviec,Firewall,2,2.0,2.0,2.0
2026-06-08,itviec,Flutter,2,8.5,3.0,14.0
2026-06-08,itviec,Fresher Accepted,4,0.5,0.0,1.0
2026-06-08,itviec,Fullstack,5,4.0,3.0,5.0
2026-06-08,itviec,GCP,17,5.0,2.0,7.0
2026-06-08,itviec,Generative AI,1,5.0,5.0,5.0
2026-06-08,itviec,Git,4,5.0,3.0,7.0
2026-06-08,itviec,GitHub,1,5.0,5.0,5.0
2026-06-08,itviec,Go,8,5.0,2.0,7.0
2026-06-08,itviec,GraphQL,1,3.0,3.0,3.0
2026-06-08,itviec,HTML,1,4.0,4.0,4.0
2026-06-08,itviec,HTML5,2,2.5,2.0,3.0
2026-06-08,itviec,Hadoop,1,2.0,2.0,2.0
2026-06-08,itviec,IT Audit,1,1.0,1.0,1.0
2026-06-08,itviec,IT Communication/Translation,1,3.0,3.0,3.0
2026-06-08,itviec,IT Support,2,3.0,1.0,5.0
2026-06-08,itviec,Information Security,1,1.0,1.0,1.0
2026-06-08,itviec,Internship Accepted,2,0.0,0.0,0.0
2026-06-08,itviec,J2EE,2,3.5,3.0,4.0
2026-06-08,itviec,JQuery,1,4.0,4.0,4.0
2026-06-08,itviec,JSON,1,3.0,3.0,3.0
2026-06-08,itviec,Japanese,3,3.0,2.0,3.0
2026-06-08,itviec,Japanese IT Communication,1,3.0,3.0,3.0
2026-06-08,itviec,Java,27,3.0,0.0,10.0
2026-06-08,itviec,JavaScript,21,4.0,0.0,7.0
2026-06-08,itviec,Jest,1,7.0,7.0,7.0
2026-06-08,itviec,Jira,4,2.0,1.0,5.0
2026-06-08,itviec,Jmeter,1,3.0,3.0,3.0
2026-06-08,itviec,Kafka,1,5.0,5.0,5.0
2026-06-08,itviec,Kanban,1,5.0,5.0,5.0
2026-06-08,itviec,Kotlin,4,3.5,0.0,6.0
2026-06-08,itviec,Kubernetes,25,4.0,0.0,10.0
2026-06-08,itviec,LLM,5,2.0,2.0,5.0
2026-06-08,itviec,Leadership,1,1.0,1.0,1.0
2026-06-08,itviec,Linux,8,2.0,0.0,5.0
2026-06-08,itviec,MLOps,3,7.0,3.0,7.0
2026-06-08,itviec,Machine Learning,8,2.0,2.0,10.0
2026-06-08,itviec,Microservices,8,5.0,0.0,7.0
2026-06-08,itviec,Microservices Architecture,1,5.0,5.0,5.0
2026-06-08,itviec,Mobile Apps,4,3.0,2.0,5.0
2026-06-08,itviec,Mockups,1,1.0,1.0,1.0
2026-06-08,itviec,MongoDB,9,3.0,0.0,5.0
2026-06-08,itviec,MySQL,14,4.0,0.0,5.0
2026-06-08,itviec,NLP,1,5.0,5.0,5.0
2026-06-08,itviec,NestJS,3,4.0,2.0,5.0
2026-06-08,itviec,Networking,4,2.0,0.0,5.0
2026-06-08,itviec,NextJS,5,3.0,1.0,5.0
2026-06-08,itviec,Node.js,12,3.0,0.0,5.0
2026-06-08,itviec,OCR,2,2.0,2.0,2.0
2026-06-08,itviec,OOP,3,0.0,0.0,3.0
2026-06-08,itviec,Oracle,4,4.5,4.0,5.0
2026-06-08,itviec,PHP,4,3.5,3.0,4.0
2026-06-08,itviec,PL/SQL,2,4.0,3.0,5.0
2026-06-08,itviec,Playwright,2,4.0,3.0,5.0
2026-06-08,itviec,PostgreSQL,17,4.0,1.0,7.0
2026-06-08,itviec,Postman,4,2.5,1.0,5.0
2026-06-08,itviec,Product Management,3,3.0,2.0,10.0
2026-06-08,itviec,Product Owner,3,3.0,2.0,5.0
2026-06-08,itviec,Project Management,6,3.0,3.0,10.0
2026-06-08,itviec,Prompt Engineering,2,2.5,2.0,3.0
2026-06-08,itviec,PyTorch,2,2.0,2.0,2.0
2026-06-08,itviec,Python,41,3.0,0.0,10.0
2026-06-08,itviec,QA,20,3.0,0.0,5.0
2026-06-08,itviec,QA QC,15,3.0,1.0,5.0
2026-06-08,itviec,React,13,5.0,1.0,14.0
2026-06-08,itviec,React Native,1,14.0,14.0,14.0
2026-06-08,itviec,Redis,10,4.0,1.0,7.0
2026-06-08,itviec,Redux,1,7.0,7.0,7.0
2026-06-08,itviec,Risk Management,1,1.0,1.0,1.0
2026-06-08,itviec,Robotic Process Automation (RPA),2,0.0,0.0,0.0
2026-06-08,itviec,Ruby,1,5.0,5.0,5.0
2026-06-08,itviec,Ruby on Rails,1,5.0,5.0,5.0
2026-06-08,itviec,SAP,1,2.0,2.0,2.0
2026-06-08,itviec,SQL,46,3.0,0.0,10.0
2026-06-08,itviec,SRS,2,1.5,1.0,2.0
2026-06-08,itviec,Salesforce,1,3.0,3.0,3.0
2026-06-08,itviec,Scrum,12,2.5,1.0,5.0
2026-06-08,itviec,Security,1,3.0,3.0,3.0
2026-06-08,itviec,Selenium,2,2.5,2.0,3.0
2026-06-08,itviec,ServiceNow,1,5.0,5.0,5.0
2026-06-08,itviec,Snowflake,2,4.0,3.0,5.0
2026-06-08,itviec,Software Architecture,2,6.0,2.0,10.0
2026-06-08,itviec,Solution Architecture,4,3.5,2.0,5.0
2026-06-08,itviec,Spark,3,3.0,2.0,5.0
2026-06-08,itviec,Spring,7,2.0,2.0,5.0
2026-06-08,itviec,Spring Boot,5,4.0,2.0,5.0
2026-06-08,itviec,Stakeholder management,1,10.0,10.0,10.0
2026-06-08,itviec,Strategy planning,1,7.0,7.0,7.0
2026-06-08,itviec,Swift,1,0.0,0.0,0.0
2026-06-08,itviec,Symfony,1,4.0,4.0,4.0
2026-06-08,itviec,System Admin,7,2.0,0.0,7.0
2026-06-08,itviec,System Architecture,3,7.0,5.0,7.0
2026-06-08,itviec,Team Management,1,10.0,10.0,10.0
2026-06-08,itviec,Technology Roadmapping,1,7.0,7.0,7.0
2026-06-08,itviec,TestNG,1,0.0,0.0,0.0
2026-06-08,itviec,Tester,15,2.0,0.0,5.0
2026-06-08,itviec,TypeScript,15,5.0,1.0,7.0
2026-06-08,itviec,UI-UX,1,5.0,5.0,5.0
2026-06-08,itviec,UML,1,1.0,1.0,1.0
2026-06-08,itviec,Unit test,3,5.0,0.0,7.0
2026-06-08,itviec,Usability testing,2,3.0,1.0,5.0
2026-06-08,itviec,User story,2,2.5,2.0,3.0
2026-06-08,itviec,Vue,2,2.5,2.0,3.0
2026-06-08,itviec,VueJS,2,4.5,2.0,7.0
2026-06-08,itviec,Web3.js,1,3.0,3.0,3.0
2026-06-08,itviec,White box testing,3,1.0,0.0,5.0
2026-06-08,itviec,WinForms,2,3.5,3.0,4.0
2026-06-08,itviec,Wireframing,1,1.0,1.0,1.0
2026-06-08,itviec,Wordpress,2,4.0,3.0,5.0
2026-06-08,itviec,iOS,8,3.0,0.0,14.0
2026-06-08,topcv,(unknown),10,1.5,0.0,3.0
2026-06-08,topcv,...),2,2.5,2.0,3.0
2026-06-08,topcv,.NET,2,1.5,1.0,2.0
2026-06-08,topcv,3D,1,2.0,2.0,2.0
2026-06-08,topcv,AI SaaS,1,3.0,3.0,3.0
2026-06-08,topcv,AWS,1,5.0,5.0,5.0
2026-06-08,topcv,Adobe Illustrator (AI),1,1.0,1.0,1.0
2026-06-08,topcv,Allen Bradley,1,3.0,3.0,3.0
2026-06-08,topcv,Am hiểu kế toán quản trị,1,3.0,3.0,3.0
2026-06-08,topcv,An Ninh Mạng,1,2.0,2.0,2.0
2026-06-08,topcv,Android,1,1.0,1.0,1.0
2026-06-08,topcv,Api Integration,1,4.0,4.0,4.0
2026-06-08,topcv,Artificial Intelligence,1,3.0,3.0,3.0
2026-06-08,topcv,AutoCAD,1,2.0,2.0,2.0
2026-06-08,topcv,Azure,2,4.5,4.0,5.0
2026-06-08,topcv,B2B,1,1.0,1.0,1.0
2026-06-08,topcv,B2B SaaS,1,3.0,3.0,3.0
2026-06-08,topcv,Banking,1,4.0,4.0,4.0
2026-06-08,topcv,Beauty,1,1.0,1.0,1.0
2026-06-08,topcv,Blueprint,1,2.0,2.0,2.0
2026-06-08,topcv,Business Development,1,2.0,2.0,2.0
2026-06-08,topcv,Bán Hàng,1,3.0,3.0,3.0
2026-06-08,topcv,Báo Cáo Quản Trị,1,3.0,3.0,3.0
2026-06-08,topcv,Bảo Mật Thông Tin,1,2.0,2.0,2.0
2026-06-08,topcv,Bốc Xếp Hàng Hóa,1,1.0,1.0,1.0
2026-06-08,topcv,C++,1,2.0,2.0,2.0
2026-06-08,topcv,Chủ động học hỏi,1,1.0,1.0,1.0
2026-06-08,topcv,Closing Deals,1,2.0,2.0,2.0
2026-06-08,topcv,Conversion Rate Optimization,1,1.0,1.0,1.0
2026-06-08,topcv,Crisp or helpdesk tools,1,1.0,1.0,1.0
2026-06-08,topcv,Customer Support,1,1.0,1.0,1.0
2026-06-08,topcv,Cẩn Thận,1,1.0,1.0,1.0
2026-06-08,topcv,DevOps,1,5.0,5.0,5.0
2026-06-08,topcv,Docker,1,5.0,5.0,5.0
2026-06-08,topcv,E-commerce,1,4.0,4.0,4.0
2026-06-08,topcv,Electrical Troubleshooting,1,3.0,3.0,3.0
2026-06-08,topcv,Eurocode),1,2.0,2.0,2.0
2026-06-08,topcv,F&B,1,1.0,1.0,1.0
2026-06-08,topcv,Fashion,1,1.0,1.0,1.0
2026-06-08,topcv,Fintech,1,4.0,4.0,4.0
2026-06-08,topcv,Game AI,1,2.0,2.0,2.0
2026-06-08,topcv,Game Design,1,2.0,2.0,2.0
2026-06-08,topcv,Giao Nhận Hàng Hóa,1,1.0,1.0,1.0
2026-06-08,topcv,Giao tiếp,3,3.0,0.0,4.0
2026-06-08,topcv,Giao tiếp rõ ràng,1,4.0,4.0,4.0
2026-06-08,topcv,Git,1,2.0,2.0,2.0
2026-06-08,topcv,Giải quyết vấn đề,1,5.0,5.0,5.0
2026-06-08,topcv,Go,1,3.0,3.0,3.0
2026-06-08,topcv,Hiểu Biết Về Quy Trình Phát Triển Phần Mềm,1,0.0,0.0,0.0
2026-06-08,topcv,Hmi Configuration,1,3.0,3.0,3.0
2026-06-08,topcv,Industrial Automation,1,3.0,3.0,3.0
2026-06-08,topcv,Insurance,1,4.0,4.0,4.0
2026-06-08,topcv,Iso 9001 Hoặc Các Tiêu Chuẩn Chất Lượng Khác,1,2.0,2.0,2.0
2026-06-08,topcv,Java,3,3.0,1.0,3.0
2026-06-08,topcv,Khả Năng Phân Tích Yêu Cầu,1,2.0,2.0,2.0
2026-06-08,topcv,Kinh Nghiệm Bán Hàng B2b,1,1.0,1.0,1.0
2026-06-08,topcv,Kinh Nghiệm Làm Việc Với Các Công Cụ Triển Khai,1,2.0,2.0,2.0
2026-06-08,topcv,Kinh Nghiệm Làm Việc Với Các Hệ Thống Khác Nhau,1,2.0,2.0,2.0
2026-06-08,topcv,Kinh nghiệm làm việc tại nhà máy sản xuất,1,2.0,2.0,2.0
2026-06-08,topcv,Kinh nghiệm ngành đá tự nhiên,1,3.0,3.0,3.0
2026-06-08,topcv,Kiến Thức Về Cơ Sở Dữ Liệu,1,2.0,2.0,2.0
2026-06-08,topcv,Kiến Thức Về Hệ Điều Hành,1,2.0,2.0,2.0
2026-06-08,topcv,Kiến Thức Về Kiểm Thử Phần Mềm,1,0.0,0.0,0.0
2026-06-08,topcv,Kiến Thức Về Phần Mềm,1,2.0,2.0,2.0
2026-06-08,topcv,Kiến Thức Về Tiêu Chuẩn Thiết Kế Kết Cấu Thép (vd: Aisc,1,2.0,2.0,2.0
2026-06-08,topcv,Kiến thức về bán hàng B2B,1,1.0,1.0,1.0
2026-06-08,topcv,Kiểm Kê Hàng Hóa,1,1.0,1.0,1.0
2026-06-08,topcv,Kiểm Soát Chi Phí,1,3.0,3.0,3.0
2026-06-08,topcv,Kiểm Soát Chất Lượng,1,2.0,2.0,2.0
2026-06-08,topcv,Kiểm Soát Nội Bộ,1,3.0,3.0,3.0
2026-06-08,topcv,Kiểm Tra Chất Lượng Hàng Hóa,1,1.0,1.0,1.0
2026-06-08,topcv,Kiểm soát chi phí tại Nhà máy sản xuất,1,3.0,3.0,3.0
2026-06-08,topcv,Kubernetes,1,5.0,5.0,5.0
2026-06-08,topcv,Kỹ Năng Giao Tiếp Tốt (viết Và Nói),1,0.0,0.0,0.0
2026-06-08,topcv,Kỹ Năng Kiểm Thử Phần Mềm,1,2.0,2.0,2.0
2026-06-08,topcv,Kỹ Năng Marketing,1,0.0,0.0,0.0
2026-06-08,topcv,Kỹ Năng Quản Lý Dự Án,1,2.0,2.0,2.0
2026-06-08,topcv,Kỹ Năng Triển Khai Phần Mềm,1,2.0,2.0,2.0
2026-06-08,topcv,Kỹ Năng Viết Tài Liệu,1,2.0,2.0,2.0
2026-06-08,topcv,Kỹ Năng Đào Tạo Người Dùng,1,2.0,2.0,2.0
2026-06-08,topcv,Kỹ Sư Kết Cấu Thép,1,2.0,2.0,2.0
2026-06-08,topcv,Kỹ năng giao tiếp,2,1.5,1.0,2.0
2026-06-08,topcv,Kỹ năng giải quyết vấn đề,2,1.5,1.0,2.0
2026-06-08,topcv,Kỹ năng làm việc nhóm,2,1.5,1.0,2.0
2026-06-08,topcv,Làm proposal,1,3.0,3.0,3.0
2026-06-08,topcv,Làm việc độc lập,1,4.0,4.0,4.0
2026-06-08,topcv,Microservices Architecture,1,4.0,4.0,4.0
2026-06-08,topcv,Microsoft 365,1,1.0,1.0,1.0
2026-06-08,topcv,MySQL,2,3.0,3.0,3.0
2026-06-08,topcv,Negotiation,1,2.0,2.0,2.0
2026-06-08,topcv,Nhanh nhẹn,1,1.0,1.0,1.0
2026-06-08,topcv,Omron,1,3.0,3.0,3.0
2026-06-08,topcv,PHP,2,0.5,0.0,1.0
2026-06-08,topcv,Perforce,1,2.0,2.0,2.0
2026-06-08,topcv,Phân Tích Nghiệp Vụ,2,4.5,4.0,5.0
2026-06-08,topcv,Phân Tích Rủi Ro,1,5.0,5.0,5.0
2026-06-08,topcv,Phân Tích Thị Trường,1,1.0,1.0,1.0
2026-06-08,topcv,Phân tích dữ liệu,1,2.0,2.0,2.0
2026-06-08,topcv,Phản Biện,1,4.0,4.0,4.0
2026-06-08,topcv,Phối Hợp Nhóm,1,4.0,4.0,4.0
2026-06-08,topcv,Pitch deck,1,3.0,3.0,3.0
2026-06-08,topcv,Plc Programming (siemens,1,3.0,3.0,3.0
2026-06-08,topcv,Presales,1,1.0,1.0,1.0
2026-06-08,topcv,Python,1,5.0,5.0,5.0
2026-06-08,topcv,QA,2,2.5,1.0,4.0
2026-06-08,topcv,Quản Lý Hệ Thống It,1,2.0,2.0,2.0
2026-06-08,topcv,Quản Lý Hệ Thống Mạng,1,2.0,2.0,2.0
2026-06-08,topcv,Quản Lý Kho,1,1.0,1.0,1.0
2026-06-08,topcv,Quản Lý Stakeholder,1,5.0,5.0,5.0
2026-06-08,topcv,Quản Lý Vận Hành,1,3.0,3.0,3.0
2026-06-08,topcv,Quản Lý Đội Nhóm,1,2.0,2.0,2.0
2026-06-08,topcv,Quản Trị Doanh Nghiệp,1,3.0,3.0,3.0
2026-06-08,topcv,Quản Trị Hệ Thống,1,3.0,3.0,3.0
2026-06-08,topcv,Quản trị kho,1,3.0,3.0,3.0
2026-06-08,topcv,Reading Electrical Schematics,1,3.0,3.0,3.0
2026-06-08,topcv,SQL,3,3.0,2.0,3.0
2026-06-08,topcv,Sap2000,1,2.0,2.0,2.0
2026-06-08,topcv,Shop Drawing,1,2.0,2.0,2.0
2026-06-08,topcv,Shopify OS 2.0 themes,1,1.0,1.0,1.0
2026-06-08,topcv,Shopify store admin,1,1.0,1.0,1.0
2026-06-08,topcv,Stakeholder Management,1,4.0,4.0,4.0
2026-06-08,topcv,Steel Detailer,1,2.0,2.0,2.0
2026-06-08,topcv,Steel Modeling,1,2.0,2.0,2.0
2026-06-08,topcv,Strategic Planning,1,2.0,2.0,2.0
2026-06-08,topcv,Structural Steel Detailer,1,2.0,2.0,2.0
2026-06-08,topcv,Sức Khỏe Tốt,1,1.0,1.0,1.0
2026-06-08,topcv,Sử Dụng Crm,1,3.0,3.0,3.0
2026-06-08,topcv,Sử Dụng Máy Tính Văn Phòng,1,1.0,1.0,1.0
2026-06-08,topcv,Sử Dụng Phần Mềm Quản Lý Kho,1,1.0,1.0,1.0
2026-06-08,topcv,Sử Dụng Phần Mềm Thiết Kế Kết Cấu (etabs,1,2.0,2.0,2.0
2026-06-08,topcv,Sử dụng Confluence,1,4.0,4.0,4.0
2026-06-08,topcv,Sử dụng Draw.io,1,4.0,4.0,4.0
2026-06-08,topcv,Sử dụng Figma,1,4.0,4.0,4.0
